18.444183;-2239.3386;-39.96875;2;Side (FD);-9.8861470222473;17.121085739136;100;75.91119;-2219.3403;-39.96875;2;55;de_mirage
563.9134;-2336.8936;-39.96875;2;Cement (FD | Not safety);-5.2879476547241;-174.58387756348;250;295.8248;-2349.7158;-39.96875;2;38;de_mirage
664.8958;-1128.9401;-127.96875;2;Defualt Box;1.25;-136.5;250;0;0;0;1;0;de_mirage
-404.3537;-1630.9125;-39.96875;2;Anti-peak;-16.55192565918;18.885623931885;550;0;0;0;0;0;de_mirage
324.633;-1514.2833;-175.96875;2;Side FD +1w;-10.000533103943;-147.20065307617;550;263.72205;-1555.0702;-175.96875;2;41;de_mirage
991.1588;-1226.3698;-108.96875;2;Stares;-18.458351135254;-165.69914245605;550;919.2547;-1243.8036;-108.96875;2;98;de_mirage
-1496.7356;752.6411;-47.96875;1;Short;7.9288735389709;-141.30790710449;550;-1562.6886;699.81635;-47.96875;2;32;de_mirage
-1449.4868;807.9657;-47.96875;2;Side (1w);-5.3351154327393;-139.59851074219;550;0;0;0;0;0;de_mirage
-1449.4868;807.9657;-47.96875;1;Side (1w);-5.3351154327393;-139.59851074219;550;0;0;0;0;0;de_mirage
85;-2158.7673;-35.96875;2;Ticket Rip ESP;0.44215273857117;-175.95497131348;550;0.5727481;-2167.3567;-35.96875;2;61;de_mirage
118.2192;-2357.96875;-39.96875;2;Side (FD);11;104.50;450;64.90727;-2243.3298;-39.96875;3;25;de_mirage
327.3106;-660.67505;-83.661674;2;Stares;3.48779883980751;-152.36437988281;750;221.6975;-720.0278;-87.96875;3;31;de_mirage
-223.1582;-332.63867;-163.96875;2;Conector (Not safety);-10.25;-125.35;550;-328.6357;-485.92133;-163.1247;3;86;de_mirage
-223.1582;-332.63867;-163.96875;2;Stares;-9.00;-126.00177764893;750;-291.24097;-436.67075;-167.96869;3;41;de_mirage
-941.17126;275.82626;-168.65836;2;Stares (Safe);-1.342552781105;-76.027885437012;750;-916.5506;189.17563;-173.8571;3;31;de_mirage
-485.65054;-1626.7131;-39.96875;2;Zig-zag;6.98;105.2317276001;350;-500.23047;-1574.4673;-39.96875;3;31;de_mirage
-833.5204;-1514.8203;-167.96875;2;Nade to pit;-12.977177;-0.82547176;300;0;0;0;0;0;de_mirage
-998.8665;-1526.9443;-165.62192;2;Nade to pit (safe);-13.293414115906;0.098933130502701;450;-920.25;-1527.9604;-167.96875;2;85;de_mirage
-669.6805;-1274.2263;-167.96875;3;Apartament;-19.011686325073;-52.898178100586;300;-623.6741;-1335.003;-167.96875;2;75;de_mirage
333.13254;-154.88843;-165.96875;2;Window;-16.532857131958;-153.68115844727;800;202.76384;-226.32654;-169.08426;2;35;de_mirage
530.4835;1873.03125;131.47836;2;Coffin (1w);0.86806809902191;91.09944152832;250;0;0;0;1;0;de_inferno
317.473;1679.1415;122.03125;2;Midle;-23.626167297363;59.324718475342;450;0;0;0;0;0;de_inferno
999.96875;1862.04;150.67606;2;Newbox (1w);-25.583129501343;140.22897644043;650;0;0;0;0;0;de_inferno
999.96875;1862.04;150.67606;2;Dark;-24.515551376343;127.54747619629;650;960.9135;1908.6421;142.03125;2;51;de_inferno
460.43317;1828.494;136.11197;2;Position 1st;-35.80;94.641479492188;650;0;0;0;1;0;de_inferno
1335.5057;264.2271;131.60982;2;Jail (1w);-30.653547286987;-31.506522369385;650;1450.8881;174.57034;128.74794;2;41;de_inferno
2004.0231;1165.7711;159.85721;2;Jail (1w);-35.716945648193;-65.51216506958;650;2044.0469;1109.6348;156.93312;3;71;de_inferno
1328.1869;585.18225;127.24646;2;Side (1w);-35.0;-3.8489079475403;350;0;0;0;1;0;de_inferno
1941.9731;1202.7849;169.0575;3;Closebox + Site;-40.553723144531;-85.23747253418;350;0;0;0;1;0;de_inferno
2083.2095;1225.96875;174.03125;2;Closebox + Site + Backsite;-36.24743270874;-103.65367126465;350;0;0;0;1;0;de_inferno
2075.2708;1156.4358;162.6579;2;Sand + barrel;-13.344945907593;-63.360515594482;350;2160.9717;1041.0398;157.21011;2;45;de_inferno
2083.2095;1225.96875;174.03125;2;Box A;-37.130111694336;-89.224601745605;350;2087.3643;1143.4974;161.7278;3;45;de_inferno
-130.58748;-115.58872;-31.96875;2;Contr-Drop (1w);-27.693737030029;89.00;200;-128.20517;-16.03125;-31.968748;3;70;de_cbble
125.87427;-84.293236;-25.491177;2;Droproom;-37.50;-134.00;250;71.86766;-142.35468;-29.982018;3;65;de_cbble
-775.3643;-742.6146;-31.96875;2;Statue;-16;26.515985488892;350;-658.2021;-671.363;-31.96875;3;31;de_cbble
-488.22226;-496.03125;-31.96875;3;Rock;-40.641716003418;-108.62953948975;450;0;0;0;0;0;de_cbble
-525.66534;-703.9884;-31.96875;2;Rock;-8.03742980957;83;300;0;0;0;1;0;de_cbble
237.89993;-1145.5494;-71.96875;2;Long;-2.80;119.7;500;206.40242;-1100.4938;-71.96875;3;61;de_cbble
-134.06981;-16.03125;-31.968748;2;Statue;-53.632595062256;-98.799905395508;700;-146.00151;-90.32831;-31.968748;3;48;de_cbble
-302.0957;-644.1477;-63.96875;3;Long;-2.2644119262695;29.994029998779;700;-197.0187;-583.49554;-63.96875;2;48;de_cbble
-173.8239;-655.00604;-61.96875;3;Long;-46.572860717773;96.50711517334;700;0;0;0;1;0;de_cbble
-621.26;-103.43;9706.10;3;FD;-20.69;25.98;550;-594.90;-67.21;9706.10;2;50;de_elysion
-587.97;-70.69;9664.03;3;FD;0.80;31.61;550;-560.93;-56.28;9664.03;3;50;de_elysion
-1108.55;-638.92;92.86;2;B Site (1W);-2.69;87.41;150;-1103.3;-569.7;91.84;1;0;de_overpass
-1028.10;-601.61;96.03;3;Barrels;-9.99;74.41;1000;-1018.28;-566.38;96.03;2;80;de_overpass
-585.51;-1259.07;121.56;2;Barrels;-27.62;98.25;2000;-613.54;-1085.98;43.86;2;12;de_overpass
-1562.5;-861.29;96.03;2;Barrels 1W;-19.1;58.89;100;-1562.94;-741.3;96.03;2;10;de_overpass
-1519.18;862.76;11783.24;2;Cement;-17.28;-154.51;400;-1519.18;862.76;11783.24;0;0;de_vertigo
-1478.67;654.5;11876.02;1;Spawn;-8.78;-108.34;1000;-1514.59;549.65;11874.53;2;35;de_vertigo
-1928.9;137.98;11776.03;3;Red Box;-25.32;128.73;150;-1928.9;137.98;11776.03;0;0;de_vertigo
-444.46;779.1;36.03;3;Box;-20.88;-51.65;150;-444.46;779.1;36.03;0;0;de_shortdust
303.94;147.67;7.44;3;Box;-4.7;-151.72;150;-305.97;147.27;6.83;0;0;de_shortdust
-2479.695068;-1913.139771;20.91993;4;CT Spawn to B Long;-28.346941;37.037228;800;0;0;0;1;0;de_cbble
-2991.96875;-787.961731;16.534187;4;Alley to Balcony;-26.549746;-35.08456;800;0;0;0;0;0;de_cbble
-1565.991821;1091.941406;64.093811;4;Middle to B Long;-45.771;-44.687805;800;0;0;0;1;0;de_cbble
-1566.001343;1091.941406;64.093811;4;Middle to Bombsite B;-41.761398;-44.687687;800;0;0;0;1;0;de_cbble
-1566.001099;1091.941406;64.093811;4;Mid Plateau to Terrace;-34.303406;-32.843147;800;0;0;0;1;0;de_cbble
-703.96875;-335.96875;-27.910431;4;B Long to B Long  |  Terrace boxes;-15.278869;25.283163;800;0;0;0;1;0;de_cbble
-2534.005371;-272.03125;-184.407272;4;CT Ramp to Balcony;-17.127037;-65.392319;800;0;0;0;1;0;de_cbble
-1864.96875;-1611.96875;96.093811;4;Balcony to A Long;-11.221231;136.023499;800;0;0;0;0;0;de_cbble
